order_key,customer_key,order_timestamp,order_status,payment_method,shipping_region,fulfillment_center
ORD-001210,CUST-000084,2025-01-13 14:48:00,Delivered,Credit Card,IL,FC-North-05
ORD-001211,CUST-000021,2026-07-20 19:03:00,Cancelled,Direct Bank Transfer,CO,FC-East-01
ORD-001212,CUST-000387,2024-05-08 05:00:00,Shipped,Direct Bank Transfer,NY,FC-East-01
ORD-001213,CUST-000339,2025-02-28 09:01:00,Delivered,Direct Bank Transfer,PA,FC-North-05
ORD-001214,CUST-000072,2024-07-26 06:40:00,Processing,Direct Bank Transfer,TX,FC-South-04
ORD-001215,CUST-000555,2024-09-11 11:06:00,Delivered,PayPal,PA,FC-North-05
ORD-001216,CUST-000594,2024-07-31 14:45:00,Processing,PayPal,TX,FC-North-05
ORD-001217,CUST-000461,2024-03-03 19:02:00,Delivered,Direct Bank Transfer,IL,FC-East-01
ORD-001218,CUST-000302,2024-05-21 11:43:00,Delivered,PayPal,NC,FC-North-05
ORD-001219,CUST-000173,2024-05-13 15:12:00,Cancelled,Direct Bank Transfer,WA,FC-West-02
ORD-001220,CUST-000350,2025-05-11 21:35:00,Delivered,Buy Now Pay Later,CA,FC-South-04
ORD-001222,CUST-000509,2024-08-11 12:02:00,Returned,Apple Pay,GA,FC-East-01
ORD-001223,CUST-000614,2024-05-12 16:05:00,Delivered,Apple Pay,WA,FC-North-05
ORD-001224,CUST-000595,2026-01-20 17:33:00,Delivered,Buy Now Pay Later,CO,FC-North-05
ORD-001225,CUST-000208,2024-11-16 10:08:00,Delivered,Buy Now Pay Later,IL,FC-West-02
ORD-001226,CUST-000442,2025-03-20 13:24:00,Delivered,Credit Card,NY,FC-South-04
ORD-001228,CUST-000317,2025-06-24 09:49:00,Delivered,Credit Card,NY,FC-North-05
ORD-001229,CUST-000194,2024-05-02 09:57:00,Shipped,Direct Bank Transfer,NC,FC-North-05
ORD-001230,CUST-000179,2025-11-18 10:47:00,Delivered,Credit Card,NY,FC-North-05
ORD-001231,CUST-000049,2024-12-07 12:12:00,Delivered,Apple Pay,NY,FC-North-05
ORD-001232,CUST-000450,2026-02-26 16:33:00,Processing,PayPal,PA,FC-North-05
ORD-001233,CUST-000046,2024-09-07 03:29:00,Delivered,PayPal,MI,FC-West-02
ORD-001234,CUST-000332,2024-04-15 22:13:00,Processing,Buy Now Pay Later,WA,FC-West-02
ORD-001235,CUST-000637,2024-02-16 01:59:00,Delivered,Buy Now Pay Later,MI,FC-West-02
ORD-001236,CUST-000121,2024-11-24 00:57:00,Returned,PayPal,TX,FC-Central-03
ORD-001237,CUST-000404,2026-05-27 07:23:00,Delivered,Buy Now Pay Later,TX,FC-East-01
ORD-001238,CUST-000147,2025-10-06 07:39:00,Delivered,Apple Pay,CO,FC-South-04
ORD-001239,CUST-000591,2026-01-28 20:19:00,Processing,PayPal,OH,FC-Central-03
ORD-001240,CUST-000011,2025-04-01 13:24:00,Delivered,Apple Pay,GA,FC-West-02
ORD-001242,CUST-000465,2024-06-11 21:44:00,Delivered,PayPal,CO,FC-East-01
ORD-001243,CUST-000119,2024-05-29 05:57:00,Delivered,Buy Now Pay Later,TX,FC-East-01
ORD-001244,CUST-000556,2025-01-01 05:47:00,Delivered,Apple Pay,IL,FC-South-04
ORD-001245,CUST-000556,2024-11-20 09:54:00,Delivered,Direct Bank Transfer,CA,FC-Central-03
ORD-001246,CUST-000124,2025-03-11 06:05:00,Delivered,Direct Bank Transfer,FL,FC-South-04
ORD-001248,CUST-000237,2024-03-10 12:11:00,Delivered,Credit Card,FL,FC-East-01
ORD-001249,CUST-000452,2025-10-23 11:28:00,Delivered,PayPal,WA,FC-South-04
ORD-001250,CUST-000043,2025-12-10 16:49:00,Delivered,PayPal,MI,FC-West-02
ORD-001251,CUST-000329,2024-03-16 18:00:00,Delivered,PayPal,IL,FC-Central-03
ORD-001252,CUST-000181,2025-01-24 14:12:00,Delivered,Credit Card,OH,FC-South-04
ORD-001253,CUST-000158,2024-11-25 16:04:00,Delivered,PayPal,CO,FC-West-02
ORD-001254,CUST-000201,2025-01-09 21:46:00,Delivered,Buy Now Pay Later,GA,FC-East-01
ORD-001255,CUST-000072,2026-06-13 07:38:00,Delivered,Direct Bank Transfer,NC,FC-Central-03
ORD-001256,CUST-000166,2024-06-26 17:20:00,Delivered,Credit Card,CO,FC-East-01
ORD-001257,CUST-000067,2025-03-26 16:34:00,Delivered,Credit Card,MI,FC-North-05
ORD-001258,CUST-000175,2026-02-11 10:23:00,Delivered,Credit Card,CA,FC-West-02
ORD-001259,CUST-000242,2024-02-07 12:00:00,Delivered,Direct Bank Transfer,OH,FC-East-01
ORD-001260,CUST-000587,2024-06-02 07:48:00,Shipped,Credit Card,NC,FC-North-05
ORD-001261,CUST-000076,2024-02-21 20:52:00,Delivered,Buy Now Pay Later,CO,FC-North-05
ORD-001262,CUST-000400,2024-11-16 21:39:00,Delivered,Buy Now Pay Later,MI,FC-South-04
ORD-001263,CUST-000246,2025-12-31 15:39:00,Delivered,Apple Pay,CO,FC-Central-03
ORD-001264,CUST-000471,2025-06-05 04:29:00,Delivered,Direct Bank Transfer,FL,FC-Central-03
ORD-001265,CUST-000149,2024-11-20 20:46:00,Delivered,PayPal,IL,FC-South-04
ORD-001266,CUST-000166,2025-02-11 23:01:00,Delivered,Buy Now Pay Later,TX,FC-Central-03
ORD-001267,CUST-000044,2025-05-16 13:45:00,Delivered,Direct Bank Transfer,OH,FC-West-02
ORD-001268,CUST-000130,2026-06-10 20:22:00,Delivered,PayPal,OH,FC-South-04
ORD-001269,CUST-000433,2025-05-17 23:28:00,Shipped,Buy Now Pay Later,GA,FC-South-04
ORD-001271,CUST-000549,2024-08-29 07:13:00,Delivered,PayPal,FL,FC-North-05
ORD-001272,CUST-000643,2025-02-07 14:35:00,Delivered,Buy Now Pay Later,CO,FC-Central-03
ORD-001273,CUST-000318,2024-09-06 12:09:00,Shipped,Buy Now Pay Later,NC,FC-East-01
ORD-001274,CUST-000469,2024-12-04 19:26:00,Delivered,Credit Card,FL,FC-West-02
ORD-001275,CUST-000350,2025-08-18 05:42:00,Shipped,Buy Now Pay Later,OH,FC-North-05
ORD-001276,CUST-000186,2025-04-29 00:44:00,Delivered,PayPal,WA,FC-South-04
ORD-001277,CUST-000178,2024-11-06 23:43:00,Cancelled,Direct Bank Transfer,CO,FC-West-02
ORD-001278,CUST-000416,2025-09-11 06:09:00,Returned,Buy Now Pay Later,GA,FC-Central-03
ORD-001279,CUST-000254,2026-07-08 23:08:00,Delivered,Buy Now Pay Later,WA,FC-Central-03
ORD-001281,CUST-000088,2024-02-22 00:58:00,Delivered,Credit Card,CA,FC-Central-03
ORD-001283,CUST-000068,2025-02-06 19:58:00,Delivered,Apple Pay,GA,FC-North-05
ORD-001284,CUST-000492,2025-01-12 22:11:00,Returned,Apple Pay,CA,FC-Central-03
ORD-001285,CUST-000582,2024-07-13 04:10:00,Delivered,Buy Now Pay Later,NC,FC-East-01
ORD-001286,CUST-000643,2025-03-26 05:35:00,Delivered,Direct Bank Transfer,MI,FC-South-04
ORD-001287,CUST-000291,2026-01-07 07:07:00,Processing,PayPal,CA,FC-South-04
ORD-001289,CUST-000021,2025-09-23 22:52:00,Delivered,Apple Pay,WA,FC-South-04
ORD-001290,CUST-000592,2024-08-05 14:57:00,Returned,Credit Card,CO,FC-South-04
ORD-001291,CUST-000587,2025-01-18 10:05:00,Delivered,Apple Pay,TX,FC-East-01
ORD-001292,CUST-000140,2025-11-01 09:43:00,Delivered,Buy Now Pay Later,CA,FC-West-02
ORD-001293,CUST-000203,2025-11-11 10:18:00,Delivered,Credit Card,WA,FC-Central-03
ORD-001294,CUST-000513,2024-02-17 19:57:00,Cancelled,Direct Bank Transfer,TX,FC-South-04
ORD-001295,CUST-000378,2026-06-21 08:12:00,Delivered,Direct Bank Transfer,NC,FC-Central-03
ORD-001296,CUST-000025,2025-06-16 10:57:00,Delivered,PayPal,CO,FC-East-01
ORD-001297,CUST-000247,2026-01-18 09:16:00,Delivered,Buy Now Pay Later,PA,FC-South-04
ORD-001300,CUST-000594,2024-02-20 09:24:00,Delivered,PayPal,OH,FC-South-04
ORD-001301,CUST-000402,2024-03-08 22:43:00,Returned,Apple Pay,PA,FC-South-04
ORD-001302,CUST-000380,2026-05-03 16:54:00,Delivered,Buy Now Pay Later,MI,FC-South-04
ORD-001303,CUST-000355,2024-06-15 11:46:00,Delivered,Apple Pay,FL,FC-North-05
ORD-001304,CUST-000507,2024-11-15 08:05:00,Processing,Buy Now Pay Later,CO,FC-East-01
ORD-001305,CUST-000330,2026-07-02 16:57:00,Delivered,Credit Card,TX,FC-East-01
ORD-001306,CUST-000111,2024-10-06 02:11:00,Delivered,Apple Pay,TX,FC-East-01
ORD-001307,CUST-000592,2026-05-01 07:49:00,Processing,Credit Card,NY,FC-East-01
ORD-001308,CUST-000014,2026-02-24 10:55:00,Delivered,Direct Bank Transfer,TX,FC-East-01
ORD-001309,CUST-000603,2025-11-03 14:40:00,Delivered,Apple Pay,WA,FC-East-01
ORD-001310,CUST-000126,2024-03-29 22:08:00,Returned,PayPal,TX,FC-East-01
ORD-001311,CUST-000095,2026-02-05 02:00:00,Delivered,Buy Now Pay Later,FL,FC-West-02
ORD-001312,CUST-000052,2026-02-04 02:24:00,Delivered,Apple Pay,FL,FC-North-05
ORD-001313,CUST-000493,2026-05-18 06:45:00,Delivered,Buy Now Pay Later,MI,FC-North-05
ORD-001314,CUST-000192,2025-05-26 09:46:00,Delivered,Direct Bank Transfer,GA,FC-East-01
ORD-001316,CUST-000149,2026-07-19 17:36:00,Delivered,PayPal,MI,FC-East-01
ORD-001317,CUST-000078,2024-08-11 05:54:00,Delivered,Apple Pay,TX,FC-West-02
ORD-001318,CUST-000409,2025-11-12 18:18:00,Delivered,Direct Bank Transfer,NC,FC-South-04
ORD-001319,CUST-000296,2024-09-11 13:16:00,Delivered,Apple Pay,NC,FC-West-02
ORD-001320,CUST-000008,2025-12-02 21:16:00,Delivered,Apple Pay,CA,FC-West-02
ORD-001321,CUST-000064,2024-04-05 15:22:00,Delivered,Credit Card,OH,FC-North-05
ORD-001322,CUST-000082,2025-12-22 22:28:00,Delivered,Credit Card,PA,FC-East-01
ORD-001323,CUST-000611,2026-03-31 11:44:00,Delivered,Direct Bank Transfer,WA,FC-East-01
ORD-001324,CUST-000271,2026-02-14 10:28:00,Delivered,Apple Pay,PA,FC-South-04
ORD-001325,CUST-000518,2024-12-04 15:20:00,Processing,Direct Bank Transfer,FL,FC-West-02
ORD-001326,CUST-000609,2024-07-24 01:44:00,Delivered,Apple Pay,GA,FC-South-04
ORD-001327,CUST-000478,2024-12-29 12:29:00,Delivered,Buy Now Pay Later,TX,FC-South-04
ORD-001328,CUST-000147,2026-02-25 12:26:00,Cancelled,Credit Card,PA,FC-West-02
ORD-001329,CUST-000395,2026-07-11 20:09:00,Delivered,Buy Now Pay Later,NY,FC-Central-03
ORD-001330,CUST-000450,2026-04-21 21:57:00,Delivered,PayPal,WA,FC-West-02
ORD-001331,CUST-000190,2024-09-10 03:01:00,Delivered,Buy Now Pay Later,TX,FC-South-04
ORD-001332,CUST-000280,2025-01-11 06:01:00,Delivered,Buy Now Pay Later,TX,FC-South-04
ORD-001333,CUST-000314,2026-05-30 17:17:00,Delivered,PayPal,GA,FC-West-02
ORD-001334,CUST-000631,2026-02-11 15:27:00,Shipped,Buy Now Pay Later,GA,FC-West-02
ORD-001335,CUST-000062,2025-01-27 03:04:00,Delivered,Apple Pay,WA,FC-South-04
ORD-001336,CUST-000300,2024-06-24 07:33:00,Shipped,Buy Now Pay Later,OH,FC-West-02
ORD-001337,CUST-000509,2024-02-14 09:40:00,Cancelled,PayPal,CO,FC-Central-03
ORD-001338,CUST-000322,2026-01-01 19:27:00,Delivered,Direct Bank Transfer,WA,FC-East-01
ORD-001339,CUST-000134,2025-07-27 09:21:00,Delivered,Apple Pay,PA,FC-West-02
ORD-001340,CUST-000585,2025-05-30 02:01:00,Delivered,Buy Now Pay Later,OH,FC-Central-03
ORD-001342,CUST-000493,2026-04-16 08:35:00,Delivered,Apple Pay,PA,FC-North-05
ORD-001344,CUST-000617,2025-10-17 07:52:00,Delivered,PayPal,WA,FC-South-04
ORD-001345,CUST-000487,2024-02-20 10:32:00,Delivered,Credit Card,TX,FC-South-04
ORD-001347,CUST-000275,2024-04-09 14:24:00,Delivered,PayPal,MI,FC-Central-03
ORD-001348,CUST-000148,2025-02-07 01:30:00,Delivered,PayPal,CO,FC-West-02
ORD-001349,CUST-000004,2025-01-01 11:52:00,Cancelled,Direct Bank Transfer,NC,FC-South-04
ORD-001350,CUST-000151,2026-04-13 08:20:00,Delivered,Buy Now Pay Later,WA,FC-Central-03
ORD-001351,CUST-000556,2024-08-23 20:12:00,Delivered,Direct Bank Transfer,CA,FC-North-05
ORD-001352,CUST-000306,2026-02-21 01:47:00,Delivered,PayPal,NC,FC-North-05
ORD-001353,CUST-000293,2024-10-12 12:27:00,Delivered,Credit Card,IL,FC-Central-03
ORD-001354,CUST-000212,2024-06-27 09:01:00,Delivered,Credit Card,CA,FC-South-04
ORD-001356,CUST-000618,2025-04-30 10:06:00,Delivered,Apple Pay,IL,FC-South-04
ORD-001357,CUST-000204,2026-01-24 19:29:00,Delivered,Apple Pay,WA,FC-West-02
ORD-001358,CUST-000133,2024-12-27 00:07:00,Delivered,Credit Card,NC,FC-Central-03
ORD-001360,CUST-000450,2025-11-23 10:25:00,Delivered,PayPal,WA,FC-Central-03
ORD-001361,CUST-000036,2025-11-21 09:20:00,Delivered,Direct Bank Transfer,NY,FC-North-05
ORD-001362,CUST-000530,2024-03-29 23:45:00,Delivered,PayPal,CA,FC-South-04
ORD-001363,CUST-000070,2024-06-23 04:06:00,Delivered,Direct Bank Transfer,MI,FC-West-02
ORD-001364,CUST-000243,2024-05-05 11:22:00,Delivered,Apple Pay,OH,FC-East-01
ORD-001365,CUST-000356,2026-03-10 02:31:00,Shipped,Buy Now Pay Later,NY,FC-North-05
ORD-001366,CUST-000544,2025-04-02 20:50:00,Returned,Buy Now Pay Later,NC,FC-West-02
ORD-001368,CUST-000235,2024-10-03 01:41:00,Delivered,Direct Bank Transfer,NY,FC-East-01
ORD-001369,CUST-000233,2025-06-05 01:02:00,Delivered,PayPal,TX,FC-West-02
ORD-001370,CUST-000142,2025-06-27 10:20:00,Delivered,Buy Now Pay Later,NY,FC-South-04
ORD-001371,CUST-000529,2026-03-25 09:31:00,Shipped,Credit Card,NC,FC-South-04
ORD-001372,CUST-000070,2024-03-13 06:37:00,Shipped,Credit Card,FL,FC-West-02
ORD-001373,CUST-000603,2025-06-18 00:22:00,Processing,Credit Card,PA,FC-North-05
ORD-001374,CUST-000528,2026-05-29 05:25:00,Processing,PayPal,NC,FC-West-02
ORD-001375,CUST-000008,2025-11-04 23:39:00,Delivered,Apple Pay,NC,FC-Central-03
ORD-001376,CUST-000388,2025-07-08 12:10:00,Shipped,PayPal,IL,FC-North-05
ORD-001377,CUST-000347,2024-08-19 10:57:00,Shipped,Apple Pay,CA,FC-South-04
ORD-001378,CUST-000296,2025-05-08 00:28:00,Delivered,Direct Bank Transfer,OH,FC-North-05
ORD-001379,CUST-000212,2024-08-08 03:02:00,Cancelled,Buy Now Pay Later,MI,FC-East-01
ORD-001380,CUST-000213,2024-08-23 18:47:00,Delivered,Apple Pay,WA,FC-West-02
ORD-001381,CUST-000314,2025-02-04 14:03:00,Returned,PayPal,IL,FC-North-05
ORD-001382,CUST-000225,2025-07-08 00:19:00,Shipped,Credit Card,TX,FC-West-02
ORD-001383,CUST-000346,2024-08-30 15:46:00,Delivered,Buy Now Pay Later,GA,FC-Central-03
ORD-001384,CUST-000405,2025-10-09 05:58:00,Delivered,Buy Now Pay Later,NC,FC-South-04
ORD-001385,CUST-000621,2024-11-19 21:54:00,Delivered,PayPal,WA,FC-East-01
ORD-001386,CUST-000111,2024-02-01 00:39:00,Shipped,Credit Card,IL,FC-East-01
ORD-001387,CUST-000001,2024-12-07 14:24:00,Shipped,Direct Bank Transfer,CA,FC-West-02
ORD-001389,CUST-000386,2024-04-18 08:26:00,Processing,Credit Card,NY,FC-Central-03
ORD-001390,CUST-000124,2024-12-06 04:16:00,Delivered,Buy Now Pay Later,CA,FC-West-02
ORD-001391,CUST-000032,2025-06-02 05:00:00,Delivered,Credit Card,MI,FC-East-01
ORD-001392,CUST-000243,2025-05-12 18:44:00,Delivered,Direct Bank Transfer,IL,FC-Central-03
ORD-001393,CUST-000024,2026-01-20 18:30:00,Delivered,Credit Card,FL,FC-West-02
ORD-001394,CUST-000067,2025-03-14 21:24:00,Delivered,Credit Card,GA,FC-East-01
ORD-001395,CUST-000448,2026-05-31 14:26:00,Delivered,PayPal,WA,FC-East-01
ORD-001396,CUST-000046,2025-12-04 02:49:00,Delivered,Apple Pay,MI,FC-Central-03
ORD-001397,CUST-000496,2024-08-26 08:01:00,Delivered,Apple Pay,FL,FC-West-02
ORD-001398,CUST-000464,2026-05-10 00:41:00,Processing,Credit Card,OH,FC-North-05
ORD-001399,CUST-000579,2026-01-20 15:50:00,Delivered,PayPal,IL,FC-East-01
ORD-001401,CUST-000169,2025-02-17 21:57:00,Delivered,Apple Pay,NC,FC-North-05
ORD-001402,CUST-000151,2024-12-25 23:40:00,Delivered,Apple Pay,TX,FC-South-04
ORD-001403,CUST-000601,2025-03-18 11:29:00,Delivered,Apple Pay,TX,FC-Central-03
ORD-001404,CUST-000513,2025-12-23 17:26:00,Delivered,Apple Pay,CA,FC-South-04
ORD-001405,CUST-000626,2024-10-17 04:21:00,Delivered,Apple Pay,GA,FC-South-04
ORD-001407,CUST-000650,2024-06-28 19:21:00,Delivered,Direct Bank Transfer,WA,FC-West-02
ORD-001408,CUST-000144,2026-05-16 06:52:00,Delivered,Buy Now Pay Later,OH,FC-East-01
ORD-001409,CUST-000116,2025-06-28 17:02:00,Delivered,Direct Bank Transfer,WA,FC-East-01
ORD-001410,CUST-000005,2024-10-18 17:42:00,Delivered,PayPal,CO,FC-West-02
ORD-001411,CUST-000347,2025-06-15 03:20:00,Shipped,Apple Pay,OH,FC-North-05
ORD-001413,CUST-000423,2026-01-05 03:14:00,Returned,Buy Now Pay Later,MI,FC-West-02
ORD-001414,CUST-000194,2026-02-03 00:57:00,Shipped,Direct Bank Transfer,GA,FC-East-01
ORD-001415,CUST-000149,2024-04-14 22:19:00,Returned,PayPal,IL,FC-South-04
ORD-001416,CUST-000217,2025-08-08 20:06:00,Shipped,PayPal,NY,FC-East-01
ORD-001417,CUST-000032,2024-11-29 03:13:00,Delivered,PayPal,CA,FC-East-01
ORD-001419,CUST-000621,2024-12-04 10:24:00,Delivered,Apple Pay,IL,FC-West-02
ORD-001420,CUST-000444,2025-10-27 18:58:00,Shipped,Buy Now Pay Later,WA,FC-North-05
ORD-001421,CUST-000043,2025-12-27 15:02:00,Delivered,Buy Now Pay Later,PA,FC-Central-03
ORD-001422,CUST-000032,2024-10-19 22:30:00,Delivered,Buy Now Pay Later,CA,FC-North-05
ORD-001423,CUST-000438,2026-01-06 18:39:00,Cancelled,Apple Pay,NY,FC-South-04
ORD-001424,CUST-000394,2024-03-11 15:48:00,Delivered,Credit Card,IL,FC-South-04
ORD-001425,CUST-000563,2024-05-05 02:15:00,Delivered,Credit Card,OH,FC-South-04
ORD-001426,CUST-000350,2024-10-05 19:30:00,Shipped,Credit Card,IL,FC-Central-03
ORD-001427,CUST-000572,2026-04-06 22:54:00,Delivered,Buy Now Pay Later,WA,FC-West-02
ORD-001428,CUST-000426,2024-05-08 00:43:00,Delivered,PayPal,CO,FC-North-05
ORD-001429,CUST-000029,2025-07-03 14:04:00,Shipped,Direct Bank Transfer,GA,FC-West-02
ORD-001430,CUST-000285,2026-01-14 18:24:00,Delivered,Direct Bank Transfer,IL,FC-East-01
ORD-001431,CUST-000607,2024-05-31 22:33:00,Delivered,Buy Now Pay Later,GA,FC-West-02
ORD-001432,CUST-000304,2026-06-24 05:02:00,Delivered,Apple Pay,PA,FC-North-05
ORD-001433,CUST-000442,2024-05-23 21:09:00,Delivered,Credit Card,GA,FC-West-02
ORD-001434,CUST-000504,2024-10-13 00:24:00,Delivered,PayPal,NY,FC-South-04
ORD-001435,CUST-000313,2024-08-06 07:21:00,Cancelled,Direct Bank Transfer,FL,FC-South-04
ORD-001436,CUST-000461,2026-05-08 22:58:00,Processing,Credit Card,TX,FC-East-01
ORD-001437,CUST-000144,2024-06-15 23:38:00,Delivered,Direct Bank Transfer,GA,FC-East-01
ORD-001438,CUST-000515,2025-02-10 22:27:00,Delivered,Credit Card,MI,FC-North-05
ORD-001440,CUST-000289,2025-04-22 17:44:00,Delivered,Buy Now Pay Later,CA,FC-East-01
ORD-001441,CUST-000090,2024-10-27 21:22:00,Delivered,Buy Now Pay Later,NC,FC-South-04
ORD-001442,CUST-000252,2026-07-16 04:07:00,Delivered,Credit Card,CA,FC-West-02
ORD-001443,CUST-000591,2024-08-10 21:12:00,Delivered,Buy Now Pay Later,PA,FC-North-05
ORD-001444,CUST-000577,2024-10-27 15:04:00,Returned,PayPal,OH,FC-North-05
ORD-001445,CUST-000120,2025-08-27 01:14:00,Delivered,PayPal,IL,FC-West-02
ORD-001446,CUST-000138,2026-03-06 22:25:00,Processing,Credit Card,NY,FC-Central-03
ORD-001447,CUST-000529,2026-04-18 00:07:00,Delivered,Direct Bank Transfer,WA,FC-Central-03
ORD-001448,CUST-000550,2024-02-10 09:56:00,Cancelled,PayPal,FL,FC-Central-03
ORD-001449,CUST-000497,2026-05-01 06:12:00,Delivered,Buy Now Pay Later,GA,FC-South-04
ORD-001450,CUST-000222,2024-05-12 05:24:00,Delivered,Direct Bank Transfer,CA,FC-North-05
ORD-001451,CUST-000151,2025-12-15 04:54:00,Cancelled,Direct Bank Transfer,CA,FC-West-02
ORD-001452,CUST-000495,2025-07-10 02:36:00,Cancelled,PayPal,CO,FC-West-02
ORD-001453,CUST-000429,2026-06-09 20:23:00,Delivered,PayPal,OH,FC-Central-03
ORD-001454,CUST-000062,2026-03-12 13:02:00,Delivered,Apple Pay,NY,FC-South-04
ORD-001455,CUST-000199,2025-12-19 23:59:00,Delivered,Apple Pay,GA,FC-South-04
ORD-001456,CUST-000630,2026-06-06 07:47:00,Delivered,PayPal,WA,FC-South-04
ORD-001457,CUST-000528,2025-03-23 20:55:00,Delivered,PayPal,WA,FC-West-02
ORD-001458,CUST-000540,2024-11-21 15:49:00,Processing,Credit Card,WA,FC-South-04
ORD-001459,CUST-000032,2025-04-03 02:35:00,Delivered,Credit Card,CO,FC-West-02
ORD-001460,CUST-000041,2025-02-13 08:25:00,Delivered,Apple Pay,CO,FC-South-04
ORD-001462,CUST-000530,2025-06-14 12:48:00,Delivered,Direct Bank Transfer,CO,FC-North-05
ORD-001463,CUST-000629,2025-10-06 21:50:00,Delivered,Direct Bank Transfer,GA,FC-West-02
ORD-001464,CUST-000350,2024-05-04 22:31:00,Delivered,Apple Pay,NC,FC-North-05
ORD-001465,CUST-000641,2025-11-08 02:16:00,Delivered,Apple Pay,IL,FC-Central-03
ORD-001466,CUST-000618,2025-07-10 07:20:00,Delivered,Apple Pay,WA,FC-West-02
ORD-001467,CUST-000197,2025-01-22 09:12:00,Cancelled,Apple Pay,CO,FC-North-05
ORD-001468,CUST-000427,2024-11-12 08:38:00,Shipped,Buy Now Pay Later,WA,FC-West-02
ORD-001469,CUST-000144,2026-05-02 22:18:00,Processing,PayPal,MI,FC-Central-03
ORD-001470,CUST-000562,2025-08-20 10:13:00,Delivered,Buy Now Pay Later,NC,FC-North-05
ORD-001471,CUST-000179,2024-05-31 23:46:00,Delivered,Apple Pay,FL,FC-West-02
ORD-001472,CUST-000622,2026-04-19 20:53:00,Delivered,Apple Pay,CO,FC-West-02
ORD-001473,CUST-000515,2025-02-18 07:25:00,Delivered,Buy Now Pay Later,WA,FC-Central-03
ORD-001474,CUST-000476,2025-08-04 10:09:00,Delivered,Apple Pay,CA,FC-North-05
ORD-001475,CUST-000261,2024-06-07 12:52:00,Delivered,Direct Bank Transfer,NY,FC-South-04
ORD-001477,CUST-000605,2026-05-21 08:32:00,Delivered,Direct Bank Transfer,FL,FC-South-04
ORD-001478,CUST-000275,2024-03-24 13:40:00,Delivered,Buy Now Pay Later,CA,FC-North-05
ORD-001479,CUST-000493,2025-04-23 12:20:00,Delivered,Credit Card,TX,FC-West-02
ORD-001480,CUST-000127,2025-02-05 01:02:00,Delivered,Credit Card,CA,FC-Central-03
ORD-001481,CUST-000568,2025-08-02 08:08:00,Delivered,Credit Card,FL,FC-South-04
ORD-001482,CUST-000041,2025-12-08 18:03:00,Delivered,Credit Card,PA,FC-East-01
ORD-001483,CUST-000649,2026-02-06 08:18:00,Delivered,Buy Now Pay Later,FL,FC-West-02
ORD-001484,CUST-000228,2025-10-26 19:36:00,Delivered,Apple Pay,PA,FC-North-05
ORD-001485,CUST-000245,2024-07-05 00:35:00,Shipped,Direct Bank Transfer,FL,FC-Central-03
ORD-001487,CUST-000166,2024-05-04 18:47:00,Delivered,Direct Bank Transfer,GA,FC-Central-03
ORD-001488,CUST-000129,2024-05-08 07:54:00,Returned,Buy Now Pay Later,FL,FC-West-02
ORD-001489,CUST-000476,2025-10-17 05:57:00,Delivered,PayPal,IL,FC-West-02
ORD-001490,CUST-000111,2024-02-04 07:42:00,Cancelled,Apple Pay,WA,FC-South-04
ORD-001491,CUST-000624,2026-06-19 12:28:00,Shipped,PayPal,CA,FC-West-02
ORD-001492,CUST-000084,2025-03-25 22:28:00,Delivered,Buy Now Pay Later,MI,FC-West-02
ORD-001494,CUST-000282,2024-08-29 21:31:00,Delivered,Buy Now Pay Later,PA,FC-North-05
ORD-001495,CUST-000334,2024-02-22 15:32:00,Returned,Direct Bank Transfer,GA,FC-South-04
ORD-001496,CUST-000631,2024-08-29 11:09:00,Delivered,Credit Card,MI,FC-North-05
ORD-001497,CUST-000391,2024-07-22 12:13:00,Delivered,PayPal,PA,FC-Central-03
ORD-001498,CUST-000420,2024-11-07 07:45:00,Delivered,Apple Pay,OH,FC-West-02
ORD-001499,CUST-000624,2026-07-18 15:01:00,Delivered,Direct Bank Transfer,CO,FC-West-02
ORD-001500,CUST-000067,2025-05-09 22:51:00,Shipped,Credit Card,WA,FC-South-04
